name;title;purchase_date
Maia Cantu;Ice Age 2: The Meltdown;1941-10-15
Linda Mays;Fable;1966-01-04
Denton Holmes;Sorcerer King;2022-04-08
Cassady Merritt;Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough;1996-05-27
Violet Gordon;Deep Rock Galactic;1988-06-20
Demetria Webster;Eternal Poison;1999-06-30
Andrew Bryan;GTR 2;2006-09-21
Phoebe Forbes;Graceful Explosion Machine;2018-11-15
Kirsten Bender;Gunscape;1971-03-31
Kermit Knapp;Guilty Gear Xrd -REVELATOR-;1990-08-01
Lacey Brady;Gears of War 2: All Fronts Collection;1995-09-07
Griffin Whitney;Elite: Dangerous;1945-09-13
Drew Walton;Agents of Mayhem;1921-02-09
Harper Sullivan;80 DAYS;1905-04-06
Deirdre Castaneda;Kingdom;1927-09-16
Deirdre Castaneda;Goblin Commander: Unleash the Horde;2004-05-21
Zelda Morgan;Strike Suit Zero;1994-04-27
Cyrus Dickerson;Bit.Trip Saga;1987-05-31
Orson Vincent;World Series Baseball 2K3;1969-03-15
Jasper Copeland;Surviving Mars;1967-04-07
Kimberley Cannon;NASCAR Thunder 2003;1970-01-30
Yael Livingston;NHL 17;1990-01-24
Sheila Oliver;Ground Control: Dark Conspiracy;1982-07-29
Buffy Sweet;Company of Heroes: Tales of Valor;1939-06-01
Marsden Blevins;Pokemon Mystery Dungeon: Explorers of Time;1951-08-07
Angelica Hardy;Puzzle Agent;1909-06-12
Griffith Weiss;The Darkness II;1902-08-26
Maia Vincent;Tokyo Crash Mobs;1975-04-23
Haley Duncan;Endless Space 2;1974-06-07
Neil Blackwell;Riverbond;1981-04-28
Nolan Beck;Battle Chef Brigade;1973-09-09
Cheyenne Davis;NARC;1956-05-14
Demetria Webster;Snake Pass;1971-11-13
Bernard Lyons;Arkadian Warriors;1934-02-21
Cooper Benjamin;NFL Blitz 2001;2003-12-23
Dorian Gaines;Tom Clancy's Rainbow Six: Vegas;2001-05-14
Jolie Baxter;Naruto: Ninja Council 3;2004-07-21
Megan Rosales;The Flower Collectors;1922-03-12
Shaine Parsons;Yakuza 0;1913-10-18
Cruz Doyle;Shadowrun Returns;1956-02-17
Giselle Bullock;Calling All Cars!;2022-11-06
Cassady Merritt;FIFA 07 Soccer;1958-03-04
Rebecca Simon;Harvest Moon 3D: The Lost Valley;2014-07-20
Jescie Kirkland;The King of Fighters 2006;1999-05-13
Abel Downs;Shantae and the Seven Sirens;2017-01-06
Nigel Carter;Monsters, Inc. Scream Team;1971-05-21
Shad Ayala;Atelier Meruru: The Apprentice of Arland;1984-07-10
Jasper Copeland;Madden NFL 17;1957-03-23
Julian Coffey;Ni no Kuni: Wrath of the White Witch;1951-11-17
Nelle Meadows;Hard Reset Redux;1900-04-11
Emery Hull;Shadowgrounds Survivor;1981-09-25
Carly Hartman;ArcheAge;1972-11-12
Jessamine O'brien;Neon Chrome;1994-03-30
Serena Palmer;Borderlands: The Handsome Collection;1970-12-16
Faith Bray;Saints Row IV: Re-Elected & Gat Out of Hell;1920-09-27
Mona Pearson;Contra Anniversary Collection;1962-10-14
Clementine Singleton;Resident Evil 0: HD Remaster;1903-08-02
Callum Barron;Close to the Sun;1952-07-02
Brett Vinson;JYDGE;2004-03-17
Genevieve Leon;Penumbra: Requiem;1981-12-09
Thor Meadows;Splat Renegade Paintball;2014-03-12
Melinda Mills;Sonic CD;1983-09-23
Graiden Garrison;Disgaea: Hour of Darkness;1900-07-24
Ronan Foreman;Pac-Man and the Ghostly Adventures 2;1969-08-24
Evelyn Burch;Dai Senryaku VII: Modern Military Tactics;1998-01-25
Rafael Stein;Turok;1932-08-13
Nicole Vargas;.hack//Outbreak Part 3;1984-10-11
Colleen Mcintyre;Hitman - Episode 4: Bangkok;2007-05-29
Teagan Combs;The Walking Dead Onslaught;1918-12-22
Veda Melton;Shadow of the Tomb Raider;1916-01-02
Haley Duncan;MLB Power Pros;1974-02-20
Dorothy Park;Mario Kart Wii;1951-06-23
Vaughan Payne;MVP Baseball 2005;1964-11-20
Guinevere Flynn;Madagascar: Escape 2 Africa;1953-04-02
Giselle Bullock;Disgaea 2: Cursed Memories;1988-06-04
Desiree Lindsay;Dawn of Magic;1990-11-30
Uta Hodge;Gorogoa;1948-09-16
Lila Maynard;Dawn of Mana;1903-08-21
Vaughan Payne;Cubixx HD;1952-10-03
Lawrence Dickerson;Tales of Berseria;1900-02-06
Allistair Lynn;Kalimba;1988-09-30
Deirdre Castaneda;Ori and the Will of the Wisps;1931-10-03
Ora Figueroa;Life is Strange: Episode 2 - Out of Time;1958-09-14
Hector Stark;Supercar Street Challenge;1937-08-07
Griffin Whitney;Poseidon;1932-05-10
Joel Justice;Devil May Cry 4: Special Edition;2006-04-17
Indira Lara;Next Life;1954-10-07
Lee Dunlap;The Gardens Between;1903-12-31
Flynn French;Wanted: Weapons of Fate;1987-05-24
Stone Witt;Pirates: The Key of Dreams;1924-02-18
Evelyn Burch;MXGP: The Official Motocross Videogame;2007-07-24
Elliott Terry;Sword of Mana;2003-08-03
Maia Cantu;Journey to the Savage Planet;1962-10-25
Otto Roach;MX vs. ATV Unleashed;1961-09-25
Danielle Campbell;Bone: The Great Cow Race;1970-01-16
Dustin Francis;Tennis in the Face;1925-02-05
Kamal Talley;"Death end re;Quest 2";1965-05-18
Yasir Case;The Elder Scrolls: Blades;1927-09-14
Nyssa Greene;Wallace & Gromit's Grand Adventures, Episode 2: The Last Resort;2014-01-03
Alan Beach;Kingdom of Paradise;1996-12-10
Reed Poole;Urban Trial Freestyle 2;2018-11-15
Yuli Gibson;Marble Blast Ultra;2017-03-14
Fulton Oneal;inFamous;1918-08-30
Ronan Chase;Samurai Shodown Sen;1911-01-14
Griffin Whitney;Wii Fit Plus;1999-05-05
Ronan Foreman;Pokemon Black Version 2;1919-08-13
Caleb Bray;Axis & Allies;1943-04-29
Blaze Shelton;Wasteland 3;1960-02-02
Priscilla Cervantes;Hitman - Episode 2: Sapienza;1981-02-17
Kirsten Bender;Leedmees;1931-03-30
Herman Crosby;Avernum 2: Crystal Souls;2012-11-03
Candice Atkins;Tak and the Power of Juju;2000-02-03
Kimberly Michael;Hearts of Iron II;1969-06-22
Maisie Ballard;Yanya Caballista: City Skater;1933-02-13
Lacey Smith;Sniper Elite 4;1994-02-11
Luke Strickland;Sesame Street: Once Upon a Monster;1973-01-13
Pearl Bishop;TRON: Evolution;2004-10-10
John Wall;The Last Express;1948-08-10
Fulton Oneal;Terminator 3: The Redemption;1941-12-18
Kimberly Michael;Mega Man Star Force 2: Zerker x Ninja;1969-11-12
Isabelle Hopkins;ESPN NFL Football;1901-03-08
Candice Jimenez;Dragon Ball FighterZ;1983-04-18
Samson Gibson;Total Overdose: A Gunslinger's Tale in Mexico;1979-07-26
Eric Bond;Broken Sword 5: The Serpents' Curse - Part I;1951-10-17
Amy Harris;de Blob 2;1988-10-25
Bethany Mills;Spider-Man: Shattered Dimensions;1941-12-11
Hadassah Wood;NFL QB Club 2001;2019-12-17
Harriet Bush;Wreckateer;1910-01-17
Vaughan Payne;Memento Mori 2;1972-02-26
Melinda Mills;Disintegration;1951-09-06
Denton Holmes;2064: Read Only Memories;2003-06-01
Ivana Morgan;Batman: Return to Arkham;1977-07-25
Ronan Foreman;The Elder Scrolls V: Skyrim;1914-04-18
Xavier Hartman;Shadow of the Tomb Raider;1976-09-08
Evelyn Burch;Lionheart: Legacy of the Crusader;1904-05-19
Xavier Dunn;Wing Commander: Prophecy;1982-12-26
Ezra Franklin;Sublevel Zero Redux;1973-12-13
Cruz Doyle;Assassin's Creed Chronicles: China;2020-09-15
Ariana Stout;Ittle Dew 2;1983-06-30
Kamal Talley;Auto Assault;1974-09-12
Ryder Wood;MechWarrior 4: Vengeance;1937-06-21
Stephanie Pacheco;Burnout Crash!;2022-02-17
Cameron Johnson;Naughty Bear;1998-08-04
Otto Roach;Tenchu Z;2014-07-06
Cameron Mclaughlin;Test Drive: Eve of Destruction;1981-05-12
Marsden Blevins;The King of Fighters XI;1929-02-18
Jessica Hudson;Overlord II;1966-06-22
Jessamine O'brien;Ape Escape;1943-05-12
Vaughan Howe;OutRun 2006: Coast 2 Coast;1950-01-05
Ciara Berger;Sega Superstars Tennis;1936-09-07
Callum Stevenson;Mario Hoops: 3 on 3;1952-02-17
Cassady Merritt;Dead Rising 4;2015-04-23
Hayden Hamilton;Guitar Hero On Tour: Modern Hits;1964-07-29
George Ferguson;Blazing Angels: Squadrons of WWII;1988-09-16
Brielle Dean;Fragile Dreams: Farewell Ruins of the Moon;1995-12-21
Garrett Gilmore;Children of Zodiarcs;1986-02-02
Paloma Kirkland;Spyborgs;1959-04-05
Lars Barron;Kong: The 8th Wonder of the World;1952-11-11
Rafael Odom;OlliOlli;1946-07-23
Karen Small;WRC 9 FIA World Rally Championship;1929-02-27
Zeus Mcmillan;Serious Sam 3: BFE;1975-11-16
Lavinia Finch;Hoshigami: Ruining Blue Earth Remix;2019-04-08
Yvonne Wells;Finding Nemo;1970-09-18
Jesse Schmidt;Metal Gear Rising: Revengeance;1967-06-15
Heather Durham;One Piece: Pirate Warriors 3;1987-09-08
Branden Haney;Just Dance 2014;2007-12-24
Ralph Patton;Pure Farming 2018;2002-04-13
Hu Mason;Metal Gear Rising: Revengeance;1976-03-21
Desiree Heath;Zombie Panic in Wonderland;1951-06-08
Barclay Terrell;WWE SmackDown vs. Raw 2008;1904-05-12
Tad Albert;Act of War: High Treason;1922-12-21
Asher Burton;Two Worlds;1999-06-06
Maite Chan;Mister Mosquito;1908-02-08
Brenden Battle;Catherine;1961-01-12
Portia Tillman;Prinny 2: Dawn of Operation Panties, Dood!;2008-06-20
Guinevere Flynn;Mass Effect: Andromeda;1967-09-24
Neil Blackwell;Champions Online;1935-03-10
Bradley Meyers;Chime Super Deluxe;1960-06-20
Maisie Hodge;Death's Gambit;1927-06-01
Indira Lara;Dragon Ball Z: Budokai;1929-12-24
Henry Osborne;Viva Pinata;1932-02-07
Mariam Harrison;Tenchu Z;2013-08-07
Abra Hampton;art of rally;2021-09-01
Stephen Mosley;CSI: Miami;2010-02-12
Rebecca Simon;Hysteria Hospital: Emergency Ward;1931-10-20
Upton Marks;Over the Hedge;2016-10-01
Abbot Potts;Dark Void Zero;1955-11-04
Walter Nolan;The Messenger;2020-06-04
Caleb Bray;Test Drive Unlimited;2022-02-07
Lucius Parrish;Inmost;1903-03-16
Abra Hull;Viewtiful Joe 2;1934-07-02
Maryam Chan;Prime World: Defenders;1960-07-03
Lev Kelley;Kentucky Route Zero: TV Edition;1977-06-08
Jamal Shepherd;Way of the Passive Fist;1962-05-04
Ulysses Ramos;ESPN NBA Basketball;2004-12-05
Veda Kelley;NiGHTS: Journey of Dreams;1989-09-07
Ocean Campbell;Hatoful Boyfriend: Holiday Star;1906-02-27
Gary Fuller;Zombie Tycoon 2: Brainhov's Revenge;1939-12-23
Shad Ayala;Infliction: Extended Cut;1935-08-06
Jasper Woodard;Quantum Conundrum;2020-04-19
Ronan Chase;NARC;1997-01-22
Jesse Schmidt;Psi-Ops: The Mindgate Conspiracy;2002-03-30
Lars Barron;Naruto: Ultimate Ninja 3;1993-07-20
Warren Hunter;Worms: A Space Oddity;2012-01-31
Genevieve Leon;Crash: Mind Over Mutant;2010-02-15
Meghan Bullock;Little League World Series Baseball 2008;1948-05-02
Anastasia Caldwell;Heavenly Sword;1918-09-07
Kessie Garza;Hulk;1911-08-10
Oscar Donovan;American Fugitive;1925-06-04
Cooper Benjamin;TT Isle of Man: Ride On The Edge 2;1989-10-22
Jasper Woodard;Tom Clancy's Ghost Recon: Desert Siege;1947-09-06
Brenden Battle;S.W.I.N.E.;2011-03-23
Elmo Key;Diablo III: Ultimate Evil Edition;2005-12-01
Xavier Dunn;A Golden Wake;1921-06-30
Jasper Woodard;RAGE;1976-10-31
Buffy Sweet;Medal of Honor Heroes 2;1905-03-10
Wilma Allison;Dark Devotion;1941-04-12
Victoria Neal;Katamari Damacy;2019-09-19
Jesse Schmidt;Twisted Metal;1900-03-31
Jasper Woodard;Skate It;1979-06-18
Olivia Rocha;BlowOut;1939-01-23
Karly Kent;Far Cry 3;1902-06-08
Stone Witt;CastleStorm;1952-06-14
Petra Glass;Open Me!;2015-09-29
Ruth Workman;Warhammer Quest;1993-12-10
Stella Harris;Harry Potter and the Half-Blood Prince;1931-06-21
Rosalyn Russell;Cradle;1938-12-18
Paloma Kirkland;Dragon Ball Z: Shin Budokai - Another Road;1975-05-23
Jael Farrell;Rebel Galaxy Outlaw;2020-02-06
Tad Albert;Neverwinter Nights 2: Storm of Zehir;1916-01-11
Rebecca Simon;ICEY;1928-05-29
Addison Valdez;NCAA College Football 2K2;2010-05-21
Jonas Whitfield;ADR1FT;1967-11-11
Devin Dunlap;Kohan: Ahriman's Gift;2018-12-26
Olivia Burris;Call of Duty: WWII - The War Machine;2019-07-02
Hiroko Brock;Dead Reefs;1961-04-25
Alan Cox;GunWorld 2;1931-07-29
Marshall Ray;The Eye of Judgment;1928-10-09
Serena James;Pirates Outlaws;1928-10-05
Jasper Woodard;Crash Bandicoot: The Wrath of Cortex;2009-10-26
Zelda Morgan;Tak: The Great Juju Challenge;1981-06-13
Kylynn Knight;Cities XL 2012;1901-03-18
Amaya Richardson;Divinity II: The Dragon Knight Saga;2000-10-26
Thor Vega;Unravel;2008-06-07
Wylie Franco;Headlander;1969-10-03
Desiree Rush;Lost Ember;1974-06-14
Todd Roberson;Haven: Call of the King;1961-02-19
Desiree Rush;Cosmic Star Heroine;1962-04-02
Abra Hampton;Divinity: Original Sin II - Definitive Edition;1922-01-06
Thor Meadows;Fire Pro Wrestling World;2001-08-07
Azalia Mckenzie;The Bard's Tale;1993-01-28
Cruz Doyle;Madden NFL 10;1982-09-02
Zeus Mcmillan;I Am Alive;1922-10-06
Emily Price;Genshin Impact;1924-12-28
Barry Allen;Food Network: Cook or Be Cooked;1995-04-12
Kieran Nieves;Tom Clancy's Rainbow Six Critical Hour;1992-07-23
Ifeoma Bailey;Cy Girls;1902-01-07
Isadora Collier;Assassin's Creed Chronicles: China;1984-05-27
Lawrence Curry;NFL Street 3;1918-07-08
Callum Stevenson;Lilly Looking Through;1976-11-04
Dylan Hutchinson;The Sims 2: Castaway;1922-10-27
Andrew Bryan;Sea Life Safari;1959-11-13
Justine Ingram;Military Madness: Nectaris;1967-02-11
Yael Livingston;B-17 Gunner: Air War Over Germany;2016-04-11
Carly Hartman;Company of Heroes 2: The British Forces;2018-11-07
Dorothy Park;NBA 08;2014-04-30
Xanthus Woodward;Broken Sword 5: The Serpent's Curse;2020-05-25
Asher Burton;Rune Factory 2: A Fantasy Harvest Moon;1941-08-16
Emily Price;The Bureau: XCOM Declassified;1949-07-08
Scott Mercer;Separation;1913-11-05
Alan Beach;Pix the Cat;1979-03-21
Imogene Fuller;The Walking Dead: Season Two Episode 5 - No Going Back;1961-06-17
Jackson Maddox;Wildlife Park;1996-08-19
Petra Glass;Ageless;2004-06-11
Sierra Guerra;A Golden Wake;1920-09-24
Boris Galloway;Clive Barker's Jericho;1978-07-20
Igor Mcfarland;Mobile Suit Gundam: Extreme VS. MaxiBoost ON;1972-04-18
Gavin Downs;Who's That Flying?!;1963-09-20
Graiden Garrison;Lost in Blue 3;1910-04-25
Chancellor Jennings;Return to Castle Wolfenstein: Tides of War;2006-08-14
Blaze Daniels;Tesla vs Lovecraft;1983-11-21
Adena Cabrera;Project CARS;1960-07-03
Stephanie Pacheco;Need for Speed: Most Wanted;1932-12-29
Luke Strickland;Call to Power II;1943-08-02
Avram Callahan;Rogue Trooper Redux;1990-02-23
Reed Poole;Life is Strange: Episode 5 - Polarized;1998-11-23
Barry Allen;Army Men: RTS;2004-08-03
Emily Price;Alice: Madness Returns;1961-07-23
Desiree Lindsay;PDC World Championship Darts 2008;1992-10-25
Dylan Hutchinson;Bangai-O;1986-11-02
Dorian Gaines;Shinobido 2: Revenge of Zen;1928-02-26
Adena Cabrera;Quantum Break;1929-07-11
Ezra Franklin;Risen;2019-06-11
James Cannon;Fable: The Lost Chapters;1901-08-27
Hanna Walker;Divinity II: The Dragon Knight Saga;1946-04-04
Hoyt Goodman;Spider-Man: Shattered Dimensions;1947-08-17
Wylie Franco;Rock of the Dead;1953-03-21
Maia Cantu;Speedball 2 - Tournament;1980-09-26
Gavin Downs;Armored Core 4;1912-05-16
Simon Cooke;IL-2 Sturmovik: Battle of Stalingrad;1976-01-27
Colleen Mcintyre;Harry Potter and the Chamber of Secrets;1948-02-02
Ifeoma Bailey;Beyond Good & Evil;1918-02-17
Quemby Case;NBA;1923-05-29
Ryder Wood;DJ Hero 2;1939-11-29
Desiree Lindsay;Valiant Hearts: The Great War;1925-07-19
Ifeoma Bailey;EyeToy: AntiGrav;1935-02-24
Branden Watts;Golden Sun;1927-04-26
Clayton Roberts;TimeShift;1925-06-21
Kimberly Michael;F1 2017;1905-04-09
Evelyn Love;Again: Interactive Crime Novel;1986-03-01
Avram Callahan;The Sims 2;1930-10-14
Cameran Cain;Far Cry 4: Escape from Durgesh Prison;1957-03-29
Veda Melton;The UnderGarden;2016-05-13
Honorato Olsen;Manticore: Galaxy on Fire;1991-11-21
Abbot Potts;Robonauts;1981-10-29
Daphne Meyer;SpellForce 3: Soul Harvest;1910-02-19
Kimberley Cannon;Lumino City;1919-11-20
Maisie Ballard;Rogue Galaxy;2017-08-17
Ulysses Hickman;SpinTires;1923-05-12
Ariana Stout;Stella Deus: The Gate of Eternity;1947-10-15
Scott Mercer;Metro Redux;1962-05-13
Raphael Meyers;Urban Chaos: Riot Response;1901-03-09
Nola Church;Dragon Age II;2002-01-14
Samson Gibson;Bear With Me: Episode 1;1990-05-11
Timon Stout;Chocobo's Mystery Dungeon: Every Buddy!;2016-08-16
Raja Mcdowell;Diaries of a Spaceport Janitor;1988-09-22
Ifeoma Bailey;The Incredible Adventures of Van Helsing;2019-07-22
Daquan Cooley;Counter-Strike: Global Offensive;2013-04-22
Ulysses Ramos;Batman: The Enemy Within - Episode 4: What Ails You;2022-09-10
Aladdin Buchanan;James Bond 007: Blood Stone;1925-09-20
Erica Holden;Phoenix Wright: Ace Attorney Trilogy;1917-06-09
Elliott Wilder;Tekken 2;1991-09-05
Jelani Carter;DESYNC;1951-09-12
Katelyn Lawrence;Yu-Gi-Oh! World Championship 2007;1949-10-09
Harriet Bush;Underground;2011-12-17
Kiona Rosario;Sea of Solitude;1907-08-20
Bert Cantrell;The Deadly Tower of Monsters;1991-05-17
Imogene Fuller;Bejeweled Twist;2013-01-24
Brennan Black;DmC: Devil May Cry Definitive Edition;1903-10-29
Gretchen Mcknight;Brothers in Arms: Hell's Highway;1966-12-15
Amelia Irwin;Bear With Me: Episode 1;1969-07-25
Bradley Meyers;Overcooked! 2;1902-05-31
Autumn Weaver;Neverwinter;1978-05-29
Elliott Terry;Unity of Command II;2015-07-18
Anjolie Harmon;Blocks That Matter;1904-01-08
Desiree Beach;Fallout 4: Nuka-World;1943-12-04
Candice Atkins;Defender;1904-11-24
Melissa Lopez;Transformers: Cybertron Adventures;2009-12-05
Dorian Gaines;Marvel's Spider-Man: The Heist;1962-11-08
Jena Mclaughlin;Pokemon XD: Gale of Darkness;1955-11-01
Joy French;The Fight: Lights Out;1967-04-14
Barclay Terrell;Mega Man X5;1937-02-17
Hector Stark;Lost Planet: Extreme Condition;1998-02-07
Callum Stevenson;City of Brass;1984-03-04
Jaden Acevedo;Pirates vs Ninjas Dodgeball;1925-05-23
Ora Figueroa;FIFA 21;1966-06-02
Kamal Talley;Tetris Worlds;1935-03-31
Elliott Terry;FIFA Street 2;1954-04-17
Amelia Irwin;Axiom Verge;1920-07-15
Cleo Kidd;Shrek 2;2005-04-24
Hanna Foster;Rad Rodgers;1956-09-22
Daquan Ferrell;Last Day of June;1951-11-06
Anjolie Harmon;XCOM: Enemy Unknown;1919-12-09
Cathleen Lewis;Metro: Last Light;1980-01-05
Kirsten Cooper;Dungeons & Dragons Online: Stormreach;1944-03-23
Selma Gilmore;GEON: emotions;1976-06-09
Graham Mosley;Unison: Rebels of Rhythm & Dance;1916-11-13
Kylynn Knight;Stuart Little 2;1945-03-15
Lila Maynard;Batman: Arkham City - Harley Quinn's Revenge;1962-08-20
Lavinia Finch;Art Style: PiCTOBiTS;2019-03-23
Bernard Lyons;MIND: Path to Thalamus;1944-04-12
Warren Hunter;Street Fighter III: Third Strike Online Edition;2021-12-19
Keane Valdez;Monster Rancher Advance;2011-12-10
Keane White;Omerta: City of Gangsters;1992-02-26
Clarke Davenport;Warhammer 40,000: Inquisitor - Martyr;1991-04-30
Bert Cantrell;The Powerpuff Girls: Mojo Jojo A-Go-Go;1958-11-05
Felix Mitchell;Maneater;2022-04-08
Brooke Wallace;WWE WrestleMania X8;1958-12-24
Demetria Mooney;Ace Combat 7: Skies Unknown;1917-03-23
Yoshi Buckley;Dynasty Warriors DS: Fighter's Battle;1943-01-17
Cruz Doyle;Lucius II;1939-06-17
Yvonne Wells;Tiger Woods PGA Tour 2005;1912-03-05
Malcolm Hoover;Railway Empire: Switch Edition;1935-10-05
Carlos Rose;Big Mutha Truckers;1956-02-01
Branden Watts;IL-2 Sturmovik: 1946;1992-09-07
Ryder Wood;College Hoops 2K7;1919-03-11
Ferris Willis;Medal of Honor Rising Sun;1911-11-08
Sandra Baxter;Inazuma Eleven Strikers;1901-05-20
Nora Wright;The Thin Silence;1994-10-21
Adria Griffin;Metal Gear Online;1991-09-23
Giselle Bullock;FIFA Street;1973-06-25
Lawrence Curry;King Arthur;1918-03-09
Ariana Stout;Indiana Jones and the Emperor's Tomb;1946-04-15
Brett Vinson;Lost Horizon;1978-04-22
Nehru Garrett;The Evil Within;1918-10-22
Raja Mcdowell;Wilson's Heart;1976-11-29
Inez Mcneil;Harry Potter and the Deathly Hallows, Part 2;1974-11-27
Declan Bradshaw;Assassin's Creed Chronicles: India;2014-11-13
Tallulah Patrick;Mafia III;1975-12-04
Silas Fisher;NCAA Football 10;1960-05-11
Abel Allison;No More Heroes 2: Desperate Struggle;1967-12-11
Ezekiel Rowe;Gravel;1915-04-26
Cyrus Flynn;I Am Setsuna;1934-07-10
Hu Huff;Madden NFL 2002;1984-07-16
Connor Christian;ESPN NFL PrimeTime 2002;1906-08-08
Lucian Anderson;X-Men: The Official Game;1928-02-12
Lana Daugherty;Disney's Atlantis: The Lost Empire - Trial By Fire;1908-01-26
Abra Hull;Blazing Angels: Squadrons of WWII;2000-05-30
Isabella Schwartz;Mario Kart 8 DLC Pack 1;2014-07-05
Meghan Bullock;Kinect Joy Ride;1927-06-24
Neve Hinton;Resident Evil 6;1906-09-16
Thor Cooke;Stacked with Daniel Negreanu;2021-04-16
Paloma Miranda;Escape From Paradise City;1970-04-15
Alexa Kane;The Room;1999-07-12
Ralph Patton;Firefighter F.D. 18;1963-05-28
Francis Hodge;Street Racing Syndicate;1966-03-20
Lee Snow;Shrek: Reekin' Havoc;1925-12-23
Benedict Blair;Tour de France 2020;2019-07-30
Bertha Morse;NASCAR Heat 3;1993-04-30
Olivia Rocha;1701 A.D.;2002-11-09
Cameron Mclaughlin;Anamorphine;1988-05-18
Lawrence Curry;Prince of Persia: The Forgotten Sands;1942-05-26
Joy French;Heavy Rain & Beyond: Two Souls Collection;1970-08-01
Rose Hartman;Shooty Fruity;1944-02-27
Sybill Hampton;Giga Wrecker Alt.;1978-06-16
Jeremy Webster;Godzilla: Unleashed;1992-03-07
Lev Kelley;I of the Dragon;1995-11-27
Rafael Stein;LEGO Batman: The Videogame;2022-04-26
Priscilla Cervantes;Danganronpa Another Episode: Ultra Despair Girls;2005-06-08
Ruth Workman;Mushroom 11;1964-06-23
Henry Osborne;Q-Ball: Billiards Master;2013-09-08
Emerson Jackson;Carmen Sandiego: The Secret of the Stolen Drums;1915-11-11
Candice Jimenez;Batman: Arkham City;1916-11-20
Luke Strickland;Afterparty;1959-05-19
Stone England;Guitar Hero World Tour;1972-07-03
Kylie Sellers;Green Lantern: Rise of the Manhunters;1961-11-22
Clementine Singleton;Monster Rancher EVO;1956-07-29
Jonas Whitfield;Of Light and Darkness: The Prophecy;1958-06-18
Danielle Campbell;World War Z;2016-09-12
Lawrence Curry;Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone;1955-06-21
Brooke Wallace;A Story About My Uncle;2018-04-15
Lee Bishop;Viviette;1999-03-16
Imogene Fuller;Divinity: Original Sin II;1972-02-27
Stone England;Singularity;1955-01-11
Skyler Hobbs;The Sims 4: Cats & Dogs;1980-11-14
Samantha Kidd;The Solus Project;1948-01-17
Cyrus Duran;The Witcher 3: Wild Hunt - Complete Edition;1942-05-21
Desiree Rush;Disgaea 3: Absence of Detention;1922-06-23
Lucius Parrish;Me & My Katamari;2020-04-02
Jonas Whitfield;MC Groovz Dance Craze;1924-07-30
Graham Mosley;Brigador;1987-12-31
